entity_id,control_avg_orders,control_avg_flgp,control_users,a_only_avg_orders,a_only_avg_flgp,a_only_users,b_only_avg_orders,b_only_avg_flgp,b_only_users,ab_avg_orders,ab_avg_flgp,ab_users,orders_per_user_bias,impact_on_total_orders,flgp_per_user_bias,impact_on_total_flgp,test_id_1,test_id_2
AP_PA,0.4409937888198758,0.3847515741334531,161,0.5671232876712331,0.31547086570551863,365,0.498868778280543,0.2148983184624847,884,0.539313399778516,0.1770612893547521,1806,-0.0857,-155.0,0.0314,56.71,108,135
AP_PA,2.5297619047619055,2.9896682625142446,336,2.0609951845906926,2.512171300665158,623,1.8466947960618851,2.37368535530816,711,2.0835734870316975,2.5960476742676746,1388,0.7056,979.0,0.6999,971.46,109,110
AP_PA,1.3591269841269842,2.521048826369925,504,1.8987206823027718,3.0208272392377467,938,1.779141104294479,2.976687627522161,489,1.609406952965235,2.573642632233182,978,-0.7093,-694.0,-0.9028,-882.94,109,113
AP_PA,1.3920454545454546,2.3729183757019063,176,1.8000000000000007,2.9011382529492855,300,1.7197640117994089,2.2087453959838617,339,1.7456140350877192,2.8360180985437498,684,-0.3821,-261.0,0.0991,67.78,109,117
AP_PA,2.0921052631578947,2.8371835279187936,228,2.036117381489842,2.7484568720673965,443,2.175403225806452,3.0691836062591653,496,2.0207900207900207,2.9866820433246746,962,-0.0986,-95.0,0.0062,5.96,109,130
AP_PA,1.9246231155778901,2.520488984967396,199,1.9728997289972905,2.451497624015409,369,1.992424242424243,2.9922494051013024,396,1.7106741573033708,2.6606501403820433,712,-0.33,-235.0,-0.2626,-186.97,109,132
AP_PA,2.023569023569023,2.9683656428298457,297,2.2011718749999987,3.2260172685161344,512,2.3206106870229006,3.190954314102135,262,2.173684210526315,3.3490862625588713,570,-0.3245,-185.0,-0.0995,-56.72,109,143
AP_PA,2.52484294688749,3.3626436525405934,1751,2.6213768115942053,3.2253982106353587,3312,2.4775440591245026,3.1126126842228268,1759,2.560160045727349,3.258297791690547,3499,-0.0139,-49.0,0.2829,989.87,109,149
AP_PA,0.9007633587786259,0.5355879860677107,131,1.050193050193051,0.7841703982333941,259,1.371308016877638,0.8947469506051239,237,1.129979035639414,0.5174202218450631,477,-0.3908,-186.0,-0.6259,-298.55,110,111
AP_PA,1.0880829015544042,0.6216112826512022,193,1.1026315789473677,0.4821944517180864,380,1.257985257985258,0.5938279072559762,407,1.0762829403606102,0.5303068313445458,721,-0.1963,-142.0,0.0759,54.72,110,112
AP_PA,1.358222222222222,1.4957598976218485,2250,1.38618451553083,1.44378486130911,4314,1.3450602409638552,1.3985383622903687,2075,1.3482477407978848,1.3153234683107213,4537,-0.0248,-113.0,-0.0312,-141.55,110,113
AP_PA,1.5953002610966058,1.7448000802966304,766,1.443225806451613,1.2346213031319095,1550,1.337846153846154,1.2061999413918931,1625,1.3673529411764709,1.152999371969631,3400,0.1816,617.0,0.457,1553.8,110,117
AP_PA,1.702890173410404,1.446020107576415,865,1.5883977900552488,1.1134454556910256,1810,1.6190476190476195,1.2018402915078243,1932,1.7059578839239855,1.2569121813274742,3894,0.2014,784.0,0.3876,1509.31,110,130
AP_PA,1.4750000000000003,1.6475124129855288,680,1.523937963587323,1.231338469296267,1483,1.552069425901202,1.3768473026124177,1498,1.460501567398121,1.2770245392541966,3190,-0.1405,-448.0,0.3164,1009.32,110,132
AP_PA,1.4592391304347836,1.0771042055726225,368,1.7457180500658749,1.2226244365108183,759,1.5870588235294105,1.4611247021677563,1700,1.6951871657753999,1.3079966035946116,3366,-0.1784,-600.0,-0.2986,-1005.09,110,135
AP_PA,1.6957746478873243,2.016586808980823,355,1.5842026825633397,1.5506918413745328,671,1.2130584192439864,1.4720209485768048,291,1.9275147928994096,2.1149647213460705,676,0.826,558.0,1.1088,749.55,110,148
AP_PA,1.1483115302707607,1.2702880641040084,6574,0.693446088794926,0.6439600800100903,473,0.7616279069767444,0.5304185329890316,516,1.1533314350797335,1.195040211050019,14048,0.8466,11893.0,1.2909,18134.56,111,112
AP_PA,1.0975609756097549,1.1859581071991345,1394,1.1659223634489888,1.1613791847096127,2911,1.074049803407603,1.1227857638900385,3052,1.0818937939859232,1.1743756325895327,6252,-0.0605,-378.0,0.0762,476.4,111,117
AP_PA,1.0476072402677925,1.1701933188205031,4033,1.0582095543958256,1.0023805622974287,2491,0.7901785714285714,0.6446551740364685,224,1.0682626981559364,1.116902743423187,6182,0.2675,1654.0,0.6401,3957.1,111,129
AP_PA,0.9671002295332825,1.0424963912524916,1307,0.9992729916394041,0.9759562489955712,2751,0.9263322884012539,0.964218417292712,3190,0.9479841897233202,0.9891350984400287,6325,-0.0105,-66.0,0.0915,578.74,111,130
AP_PA,0.7630979498861047,0.8213861260563855,439,0.9197247706422014,0.9034309001491495,872,0.887372013651877,1.2570930264910776,879,0.9243421052631577,1.0158078098332102,1824,-0.1197,-218.0,-0.3233,-589.7,111,132
AP_PA,0.9831649831649832,1.1451684185122075,594,1.0741379310344843,1.1061956509540098,1160,1.0965909090909087,1.2169613118558116,528,1.021684737281068,0.9577461118753257,1199,-0.1659,-199.0,-0.2202,-264.02,111,134
AP_PA,0.9666110183639408,0.9847272275289762,599,1.0406834825061022,0.9923529425230881,1229,0.9777998674618957,1.1317094184374927,3018,1.0311984153185907,1.0774815435988523,6058,-0.0207,-125.0,-0.0619,-374.99,111,135
AP_PA,1.2000891265597098,1.1749908826727273,2244,1.1864516129032254,1.1374774232112643,4650,1.1799797775530836,1.1659709778291238,4945,1.2012584799921309,1.1852736220679354,10171,0.0349,355.0,0.0568,577.71,112,117
AP_PA,0.9929947460595441,0.9868072865713704,1142,0.9806701030927846,1.0086530498364632,2328,1.0146299483648895,0.9956827807510742,1162,0.9855491329479766,0.969835874439857,2422,-0.0168,-41.0,-0.0477,-115.53,112,128
AP_PA,1.1255176352991596,1.1010420034934032,7003,1.1271523178807934,1.0062884757879316,3775,0.3490566037735849,0.3411782908575102,106,1.1358362418639794,1.1422190531376857,10601,0.7851,8323.0,0.8958,9496.38,112,129
AP_PA,0.989922125515346,1.0275816988299253,2183,0.9999999999999997,0.9555792726015997,4457,1.0037742970371768,0.968035559879801,5299,1.0355459174052426,1.0128890046147012,10606,0.0217,230.0,0.1169,1239.84,112,130
AP_PA,0.9168831168831155,0.8928932769296172,770,0.9566395663956647,0.9452466279326941,1476,0.9632786885245901,1.0032305670266548,1525,0.9749137660708684,0.9250221813116836,3189,-0.0281,-90.0,-0.1306,-416.48,112,132
AP_PA,1.419354838709678,1.3831659594618715,372,1.410457516339869,1.3568339979774662,765,1.4036697247706422,1.5301170487110645,327,1.2695883134130146,1.267062582842411,753,-0.1252,-94.0,-0.2367,-178.24,112,133
AP_PA,1.0894568690095847,1.0555753498199976,939,1.1252587991718432,1.1199605708897316,1932,1.1133177570093455,1.27311294949346,856,1.0391440501043847,1.0904341915657418,1916,-0.11,-211.0,-0.2471,-473.44,112,134
AP_PA,1.0706860706860704,1.0453891992181894,962,1.0487804878048774,1.0480515087453435,2009,1.085570131180624,1.087685474614796,4955,1.1104721549636811,1.0814578371954204,9912,0.0468,464.0,-0.0089,-88.22,112,135
AP_PA,0.9458917835671332,0.8847998940632673,998,0.9649209486166013,1.0389477326394299,2024,1.0189243027888444,1.1365803307191138,1004,0.9828326180257506,0.8933945386837752,2097,-0.0551,-116.0,-0.3973,-833.14,112,143
AP_PA,1.3930000000000002,1.3327596167209128,1000,1.4668018246325396,1.5219978375601433,1973,1.4770063119927868,1.6790787890301682,1109,1.4715145900880033,1.463035999768129,2159,-0.0793,-171.0,-0.4053,-875.04,112,148
AP_PA,1.1157894736842107,1.1347765548325175,285,0.9013840830449829,1.057898025621761,578,1.0668896321070231,1.2518788097824933,299,1.050819672131147,0.9114835537162377,610,0.1983,121.0,-0.2635,-160.74,112,150
AP_PA,0.30233976626735315,0.32700440707589373,40987,0.040478380864765406,-0.015921876369635244,1087,0.27345608316447917,0.28245732523878264,22702,0.31762878591768073,0.32912269526158316,65671,0.306,20095.0,0.3896,25585.42,113,117
AP_PA,0.21275567314541577,0.21259355811100408,39308,0.04085257548845471,-0.00010438798419698872,1126,0.20037485833841864,0.1938936368761968,22942,0.23327566754418963,0.22183701384307325,66475,0.2048,13614.0,0.2406,15993.89,113,130
AP_PA,0.2096157348388272,0.21906360164074107,16473,0.05663189269746648,0.005186091017244922,671,0.2215942891136229,0.20233210157621823,30258,0.2433851706169785,0.2385939218794931,49321,0.1748,8621.0,0.2501,12335.18,113,135
AP_PA,0.04999999999999999,0.00029842420243562234,240,0.06751054852320676,0.020269420580959402,237,0.04440154440154441,-0.0015126930063472863,518,0.04070796460176993,0.07142581432464878,565,-0.0212,-12.0,0.053,29.95,116,132
AP_PA,0.1869391926417987,0.2044445416213633,48925,0.017554858934169283,0.0007828086526464402,1595,0.026315789473684216,-0.0014331978745613723,1710,0.19293016778751432,0.2192878759397179,117768,0.336,39570.0,0.4244,49980.74,117,130
AP_PA,0.20458118122613975,0.2423510514780561,13359,0.20845475931322624,0.24484342642126597,28481,0.1991743713964043,0.21483585156649482,29311,0.20580372958871454,0.26359970943177224,62098,0.0028,174.0,0.0463,2875.14,117,132
AP_PA,0.1888799583944021,0.219294701334631,21151,0.043248014121800515,0.046417691380594706,1133,0.17992622364146857,0.19255605074595192,18163,0.20233335518122733,0.23492587938370288,91542,0.168,15379.0,0.2152,19699.84,117,135
AP_PA,0.3164948453608246,0.4814790225687243,970,0.39626451287228676,0.5270437638468051,1981,0.30949720670391057,0.24978406734589342,895,0.30738720872583075,0.41268892760043446,2017,-0.0819,-165.0,0.1173,236.59,117,147
AP_PA,0.9902912621359224,1.25807349238183,103,1.1160714285714284,1.270353710767602,112,1.1318944844124703,1.608420076074119,417,1.0535714285714286,1.567787740207367,448,-0.2041,-91.0,-0.0529,-23.7,123,135
AP_PA,1.0762463343108502,1.4751786293765576,341,0.9657320872274143,1.4265083382620316,321,1.1186440677966099,1.721688304703238,295,1.0566037735849052,1.47926204096518,371,0.0485,18.0,-0.1938,-71.9,123,143
AP_PA,2.4166051401047706,4.340801520637978,56886,0.5353339787028075,0.6005793246496987,1033,2.2704271951733763,4.078148595227829,30829,2.4539485821567717,4.161385826089716,92147,2.0648,190265.0,3.8235,352324.05,128,132
AP_PA,1.6979865771812082,1.7940390239169686,298,1.5215827338129493,1.458969736728575,278,1.6520146520146524,1.3373915805721428,273,2.1979166666666665,2.117411822321634,288,0.7223,208.0,1.1151,321.15,129,147
AP_PA,0.18137996219281693,0.22219272001189552,52900,0.20028319554195406,0.242105102819831,109465,0.17990953078363392,0.2219945868309388,107882,0.21225401355057968,0.25631629273681067,225673,0.0134,3024.0,0.0144,3249.69,130,132
AP_PA,0.457255324159742,0.5203136359330399,29723,0.08452950558213718,-0.032462026211441834,1254,0.4349684682778179,0.5263821549918388,23627,0.5209177932267663,0.5700756185875705,129746,0.4587,59514.0,0.5965,77393.49,130,135
AP_PA,0.3099173553719009,0.30159420619150407,484,0.37612838515546654,0.2886115794459477,997,0.3311546840958606,0.35178589754747647,459,0.34052993130520115,0.2842136080964041,1019,-0.0568,-58.0,-0.0546,-55.64,130,145
AP_PA,0.1657142857142856,0.0466538340739907,700,0.08866279069767448,0.009904737158566435,688,0.1415094339622642,0.0011742592337301086,636,0.14434330299089712,0.007217764382271938,769,0.0799,61.0,0.0428,32.91,131,144
AP_PA,0.11921965317919092,0.006175738840304944,1384,0.1284875183553598,0.051833318552056924,1362,0.19022945965951174,0.006779108791919154,1351,0.16273932253313692,0.028794681638869557,1358,-0.0368,-50.0,-0.0236,-32.05,131,150
AP_PA,0.13091922005571027,0.030210582672587444,718,0.16944024205748864,0.14200135729384833,661,0.09530583214793739,0.02552644082274906,703,0.09269662921348323,-0.00766416014259012,712,-0.0411,-29.0,-0.145,-103.24,131,151
AP_PA,2.757996446023989,5.432999792811455,9004,2.6845298796655093,5.317179491781364,19612,2.7302786289460563,5.224572039619904,42099,2.842203139528524,5.37935439104866,91415,0.1854,16948.0,0.2706,24736.9,132,135
AP_PA,2.6789929189614483,5.892943209102175,1271,3.045267489711934,5.911823197544005,2673,2.7409539473684204,5.47521552778822,1216,2.7985374771480784,5.402812179964556,2735,-0.3087,-844.0,-0.0913,-249.71,132,147
AP_PA,3.681400589356902,7.212003110638778,5769,3.8052237617454954,7.431988462755191,12558,3.6708639384400095,6.955311132010737,5718,3.72311700615822,7.252185140375232,12666,-0.0716,-907.0,0.0769,974.02,132,151
AP_PA,0.5272366522366518,0.7027171587257427,5544,0.5258971513133548,0.6598226458507183,5406,0.5645817912657286,0.6206180192322048,5404,0.46482958665699736,0.6541743047620676,5516,-0.0984,-543.0,0.0765,421.97,134,148
DJ_CZ,1.4439461883408071,2.407331227062721,223,1.1934156378600826,1.9872600609818332,243,1.4162826420890935,2.5118635722984597,651,1.4491525423728813,2.395870165428333,708,0.2834,201.0,0.3041,215.3,95,113
DJ_CZ,1.2951940478584332,1.4921890597690728,9946,1.1115475255302427,1.278759746175098,1273,1.2832319721980912,1.335778859410677,13812,1.38859711776816,1.2002386401936354,23801,0.289,6878.0,0.0779,1854.1,96,109
DJ_CZ,0.6540504648074369,0.6836677817865835,1506,0.49372384937238506,0.900548705199176,239,0.9198055893074119,1.1238181905157918,4115,1.1328220517950431,1.0386512640629761,8997,0.3733,3359.0,-0.302,-2717.09,96,116
DJ_CZ,1.0650284686844473,1.1628781572666904,3337,0.6694045174537989,0.7665749295666606,487,0.6375711574952562,0.7312070959782887,527,1.1717202970297032,0.841147055322064,3232,0.9298,3005.0,0.5062,1636.04,96,121
DJ_CZ,0.7619901389511433,0.9216144155237151,4462,0.5293296089385475,0.6960567735762145,716,0.4099290780141844,0.6601873962118702,705,0.8415349887133183,0.7825949357333654,4430,0.6643,2943.0,0.348,1541.64,96,122
DJ_CZ,0.7286713286713287,0.8448742748980205,2145,0.742014742014742,0.8035143069990548,2035,0.8782961460446249,1.009775656360524,5916,0.8523887973640859,0.8159322160497511,6070,-0.0393,-239.0,-0.1525,-925.67,98,103
DJ_CZ,0.9373695198329852,1.718906706822199,479,0.9791666666666665,1.8777765305334422,480,1.0067704807041298,1.9059244021185293,1477,1.0183968462549278,1.7494296856475366,1522,-0.0302,-46.0,-0.3154,-480.04,99,113
DJ_CZ,1.2964743589743593,1.580720410533163,624,1.0481927710843375,1.600096974574434,581,1.2981945253348866,1.9381517728949755,1717,1.3188073394495412,1.8907764524322537,1744,0.2689,469.0,-0.0668,-116.5,100,103
DJ_CZ,1.4661016949152543,1.943352523826387,354,1.1441717791411041,1.8162050344598217,326,1.420074349442379,2.324557562965412,1076,1.4954212454212454,2.1156708532860806,1092,0.3973,434.0,-0.0817,-89.22,100,113
DJ_CZ,1.5407894736842107,2.1949900960977664,760,1.5869262865090406,2.090649368187898,719,1.5757997218358832,2.2499044412284976,719,1.4046961325966851,2.0944808392143295,724,-0.2172,-157.0,-0.0511,-37.0,100,123
DJ_CZ,0.6938202247191013,1.960140743526562,356,0.6739130434782609,1.6860272473068452,322,0.8605371900826446,2.3926753184780836,968,0.924075924075924,2.0208977697137644,1001,0.0834,83.0,-0.0977,-97.8,102,113
DJ_CZ,0.9056847545219637,2.328687904087403,774,0.9338129496402878,2.1788855978456976,695,0.8678720445062588,2.5032028281995533,719,0.8623595505617979,1.8123395841088237,712,-0.0336,-24.0,-0.5411,-385.26,102,123
DJ_CZ,0.038324420677361866,-0.021748554665806424,1122,0.03191162933415158,0.014200797778422404,3259,0.03193430656934306,-0.006124613170093768,1096,0.03389322135572886,-0.07354721825083245,3334,0.0084,28.0,-0.1034,-344.74,103,106
DJ_CZ,0.09103994242533289,0.21075451070908227,2779,0.10722822993739327,0.201749011241521,8785,0.08907056798623063,0.21426893330244873,9296,0.11052385093998796,0.2431694450447008,29894,0.0053,158.0,0.0379,1132.98,103,109
DJ_CZ,0.04516478695124788,0.08052951322323046,38747,0.036743515850144105,0.06513005711145023,1388,0.023148148148148154,0.04081057755586768,1512,0.054683383498264154,0.09762275865165207,138543,0.04,5542.0,0.0722,10002.8,103,113
DJ_CZ,0.04847323017937836,0.08038599947317515,7303,0.06075949367088608,0.1878083354245645,395,0.040183696900114814,0.07330572939909284,871,0.05273925159876937,0.09651966575651401,62079,0.0003,19.0,-0.0842,-5227.05,103,116
DJ_CZ,0.057350475125768616,0.0903265068604823,8945,0.053097345132743376,0.12106496207375024,6215,0.04915254237288135,0.12434077704415825,590,0.05689915223383783,0.1236982564048758,19227,0.012,231.0,-0.0314,-603.73,103,121
DJ_CZ,0.031105658198614328,0.043676615745186546,13856,0.032244378447178625,0.0642754967180619,9428,0.02732707087959009,0.09504898068219102,1171,0.03513011803439459,0.06347530614027655,28551,0.0067,191.0,-0.0522,-1490.36,103,122
DJ_CZ,0.8345864661654135,2.096735830413749,2261,0.9427792915531337,2.132623692437673,2202,0.9863785814936592,2.293904677283732,2129,0.9253403601229689,2.244071783718917,2277,-0.1692,-385.0,-0.0857,-195.14,107,123
DJ_CZ,1.138302112395377,0.6963601162179078,2509,0.27826086956521745,0.3537848721756935,115,0.2589285714285715,0.3666678111830997,112,1.1332560834298957,0.5867459163722406,2589,1.7344,4490.0,0.5627,1456.83,108,121
DJ_CZ,0.8003173763554616,0.6746994623618804,3781,0.25165562913907286,0.48482534364734614,151,0.22560975609756095,0.508163382281982,164,0.8013626834381552,0.589866685370804,3816,1.1244,4291.0,0.2716,1036.43,108,122
DJ_CZ,0.24469133590180098,0.1862912942037886,11161,0.2664779499404053,0.1828454455323129,33560,0.40838729784949945,0.30443930796127133,28877,0.44065303075217105,0.30477140368316025,91083,0.0105,956.0,0.0038,346.12,109,113
DJ_CZ,0.5451595457003786,0.4227336251918669,1849,0.5201793721973095,0.33746402481931,1115,0.5155778894472361,0.5691594705973048,995,0.8961646398503271,0.5677177437819008,22449,0.4056,9105.0,0.0838,1881.23,109,116
